3.108167703,1,1,22,3,0,1,0,0,275817.5659,1668169.113
3.222867846,1,1,14,2,0,1,0,0,278026.7231,1672695.345
2.624668592,1,1,4,3,0,1,0,0,286380.1209,1674223.661
3.17847041,1,1,16,1,0,0,1,0,281703.9293,1676618.34
3.034952987,1,1,3,1,0,1,0,0,278601.6617,1674913.984
3.537475,1,1,31,1,0,0,1,0,279772.0815,1676230.18
2.888147063,1,1,47,1,0,1,0,0,280128.759,1676382.678
2.747270914,1,1,4,2,0,0,1,0,284897.6471,1676589.562
2.656756907,1,1,20,1,0,0,1,0,278241.7745,1673354.094
2.48906466,1,0,20,1,0,0,1,0,278241.7745,1673354.094
3.302481409,1,1,27,1,0,0,1,0,281533.388,1676259.811
2.803360381,1,1,27,1,0,0,1,0,281533.388,1676259.811
2.646174797,1,1,3,2,0,1,0,0,281536.1821,1673366.175
3.846524023,1,1,4,2,0,0,1,0,282810.3765,1675011.637
2.696652156,1,1,34,1,0,0,1,0,280141.7704,1676548.592
2.623218266,1,1,25,2,0,0,1,0,284804.1182,1679329.571
2.454447442,1,0,7,3,0,1,0,0,277191.8829,1668976.317
3.277899165,1,1,3,3,0,0,1,0,275826.6228,1668173.411
3.415428964,1,1,10,1,0,0,1,0,284951.8047,1677399.84
2.872999508,1,1,5,2,0,0,1,0,282984.2042,1677644.465
3.64961874,1,1,5,2,0,0,1,0,282984.2042,1677644.465
3.453473526,1,0,7,2,0,1,0,0,281774.7912,1679217.29
3.417070731,0,1,14,1,0,0,1,0,282382.9306,1676833.289
2.624668592,1,1,24,2,0,0,1,0,285437.8956,1679962.811
3.159974717,1,1,11,1,0,0,1,0,281554.5421,1676746.988
2.556451817,0,1,18,2,0,0,1,0,283927.5204,1678401.643
2.433613355,1,1,25,1,0,1,0,0,284602.931,1676670.317
3.625407031,1,1,14,1,0,1,0,0,281656.9089,1675633.942
3.600867577,1,1,50,1,0,1,0,0,279790.352,1676666.22
2.754933787,1,1,13,1,0,0,1,0,280430.3579,1676118.264
3.321793359,1,1,8,1,0,0,1,0,282070.172,1675258.482
2.368372834,1,1,51,1,0,0,1,0,281465.5484,1675005.685
